Name,SuperPowers,Alignment,Gender
Savitar,"Accelerated Healing,Afterimage Creation,Agility,Bullet Time,Durability,Intelligence,Phasing,Speed Force,Stamina,Super Speed,Super Strength,Time Travel,Cold Resistance,Dimensional Travel,Dream Manipulation,Durability Negation,Electricity Absorption,Electricity Resistance,Electrokinesis,Endurance,Energy Absorption,Energy Blasts,Energy Manipulation,Energy Resistance,Enhanced Memory,Enhanced Senses,Heat Resistance,Illusions,Indomitable Will,Information Analysis,Intangibility,Invisibility,Invulnerability,Jump,Longevity,Marksmanship,Portal Creation,Possession,Reflexes,Stealth,Time Manipulation",Bad,Male
Sentinel,Null,,
Shade,Null,,
Shado,Null,,
Shiv,Null,,
Silver Banshee,Null,Bad,Female
Solomon Grundy,Null,,
Solovar,Null,,
Spartan,"Peak Human Condition,Stamina,Agility,Master Tactician,Stealth,Weapons Master,Marksmanship,Master Martial Artist,Reflexes",Good,Male
Spectre,"Absorption,Accelerated Healing,Adaptation,Agility,Antimatter Manipulation,Avatar Creation,Awakened Power,Cosmic Awareness,Creation,Danger Sense,Dimensional Awareness,Dimensional Travel,Energy Absorption,Energy Beams,Energy Blasts,Energy Embodiment,Enhanced Senses,Fate Manipulation,Flight,Force Fields,Heal,Immortality,Invulnerability,Master Martial Artist,Matter Manipulation,Nigh-Omniscience,Omnilingualism,Pocket Dimensions,Portal Creation,Postcognition,Power Absorption,Power Bestowal,Precognition,Reality Warping,Reflexes,Spaceflight,Speed Force,Super Strength,Teleportation,Time Manipulation Resistance,Time Travel,Vortex Creation,Jump,Levitation,Omni-Sense,Weapons Master",Good,Male
Speed Force,Null,,
Speedy,Null,,
Spooner,Null,,
Sportsmaster,Null,,
Stargirl,Null,,
Steel,Null,,
Stephanie Brown,Null,,
Sue Dibny,Null,,
Superboy,Null,,
Supergirl,"Agility,Bullet Time,Cold Resistance,Durability,Endurance,Energy Beams,Enhanced Hearing,Enhanced Sight,Fire Resistance,Flight,Heat Resistance,Intelligence,Invulnerability,Jump,Reflexes,Stamina,Super Breath,Super Speed,Super Strength,Vision - Heat,Vision - Infrared,Vision - Microscopic,Vision - Telescopic,Vision - X-Ray,Accelerated Healing,Electricity Resistance,Energy Absorption,Enhanced Memory,Enhanced Senses,Longevity,Radiation Absorption,Toxin and Disease Resistance,Vision - Night,Acrobatics,Indomitable Will,Levitation,Master Martial Artist,Master Tactician,Mind Control Resistance,Self-Sustenance,Telepathy Resistance",Good,Female
Superman,"Agility,Bullet Time,Cold Resistance,Cryokinesis,Durability,Electricity Resistance,Endurance,Energy Beams,Enhanced Hearing,Enhanced Senses,Enhanced Sight,Enhanced Smell,Fire Resistance,Flight,Heat Resistance,Intelligence,Invulnerability,Jump,Reflexes,Stamina,Super Breath,Super Speed,Super Strength,Toxin and Disease Resistance,Vision - Heat,Vision - Microscopic,Vision - Telescopic,Vision - X-Ray,Accelerated Healing,Acrobatics,Clairvoyance,Energy Blasts,Energy Resistance,Enhanced Memory,Heat Generation,Indomitable Will,Laser Manipulation,Longevity,Marksmanship,Radiation Immunity,Regeneration,Self-Sustenance,Stealth,Vibration Manipulation,Vision - Infrared,Absorption,Danger Sense,Dexterity,Energy Absorption,Illumination,Interstellar Travel,Latent Abilities,Master Martial Artist,Master Tactician,Mind Control Resistance,Shockwaves Generation",Good,Male
Tag Harris,Null,,
Talia Al Ghul,"Enhanced Memory,Longevity,Master Martial Artist,Stealth,Swordsmanship,Acrobatics,Element Control,Smoke Manipulation,Weapons Master",Bad,Female
Tar-Pit,Null,,
Tattooed Man,Null,,
Ten,Null,,
Ten,Null,,
The Dodger,Null,,
The Flash,"Acrobatics,Afterimage Creation,Air Control,Dexterity,Duplication,Electrokinesis,Endurance,Energy Manipulation,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Intelligence,Phasing,Reflexes,Speed Force,Stamina,Super Speed,Super Strength,Accelerated Development,Accelerated Healing,Dimensional Travel,Information Analysis,Longevity,Molecular Combustion,Portal Creation,Regeneration,Timeframe Control,Time Manipulation",Good,Male
The Mist,Null,,
The Monitor,Null,,
The Presence,"Nigh-Omnipotence,Omnipresence,Omniscience",Good,Male
The Ray,Null,Good,Male
The Rival,Null,Bad,Male
The Silencer,Null,,
The Thinker,Null,Bad,Male
The Top,Null,,
Thunder,Null,,
Thunderbolt,Null,Good,Male
Tigress,Null,,
Tobias Church,Null,Bad,Male
Tobias Whale,Null,Bad,Male
Tokamak,Null,,
Tori Whale,Null,,
Trajectory,Null,,
Trickster,Null,Bad,Male
Turtle,Null,,
Ultraviolet,Null,,
Uriel,"Angel Physiology,Clairvoyance,Flight,Immortality,Nigh-Omniscience,Super Speed,Super Strength,Supernatural Condition,Accelerated Healing,Causality Manipulation,Dimensional Travel,Godly Physiology,Precognition,Will Of God,Existence Erasure",Good,Male
Vandal Savage,Null,,
Vibe,Null,Bad,Male
Vigilante,Null,Good,Male
Vixen,Null,Good,Female
Vixen II,Null,Good,Female
Weather Wizard,Null,Bad,Male
White Canary,Null,Good,Female
Wild Dog,Null,Good,Male
Wildcat,Null,,
Wildcat,Null,,
William Clayton,Null,,
Winn Schott,Null,,
Wizard,Null,,
Wolfie,Null,,
Xotar,Null,,
XS,Null,,
XS (Negative Speed Force),Null,,
Yao Fei,Null,,
Zadkiel,"Accelerated Healing,Agility,Angel Physiology,Cold Resistance,Dimensional Travel,Divine Powers,Divinity,Durability,Electricity Resistance,Endurance,Enhanced Memory,Enhanced Senses,Enhanced Sight,Fire Resistance,Flight,Heat Resistance,Immortality,Invulnerability,Master Martial Artist,Possession Resistance,Reflexes,Stamina,Super Speed,Super Strength,Time Manipulation Resistance,Toxin and Disease Resistance,Indomitable Will,Jump,Levitation,Shapeshifting",Good,Male
Zari Tomaz,Null,,
Zed Martin,Null,,
Zoom,"Accelerated Healing,Durability,Intelligence,Phasing,Speed Force,Stamina,Super Speed,Super Strength,Time Travel,Acrobatics,Afterimage Creation,Agility,Berserk Mode,Bloodlust,Durability Negation,Electrokinesis,Energy Absorption,Energy Blasts,Enhanced Senses,Indomitable Will,Insanity,Intangibility,Jump,Marksmanship,Portal Creation,Reflexes,Stealth",Bad,Male
Allen,"Accelerated Development,Acrobatics,Agility,Cold Resistance,Dexterity,Durability,Endurance,Enhanced Condition,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Fire Resistance,Flight,Heal,Indomitable Will,Intelligence,Jump,Longevity,Master Martial Artist,Master Tactician,Peak Human Condition,Stamina,Super Speed,Super Strength,Accelerated Healing,Adaptation,Heat Resistance,Interstellar Travel,Invulnerability,Latent Abilities,Marksmanship,Radiation Immunity,Reflexes,Regeneration,Stealth,Telepathy,Immortality,Omnilingualism,Reactive Evolution",Good,Male
Angstrom Levy,"Dimensional Travel,Durability,Intelligence,Peak Human Condition,Portal Creation,Robotic Engineering,Super Speed,Super Strength,Technopath/Cyberpath,Weapon-based Powers,Accelerated Development,Agility,Cyborgization,Endurance,Flight,Heat Resistance,Jump,Levitation,Master Tactician,Reflexes",Bad,Male
Anissa,"Accelerated Healing,Bullet Time,Cold Resistance,Durability,Flight,Heal,Intelligence,Jump,Longevity,Peak Human Condition,Stamina,Super Speed,Super Strength,Acrobatics,Agility,Berserk Mode,Bloodlust,Dexterity,Electricity Resistance,Endurance,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Fire Resistance,Heat Resistance,Indomitable Will,Interstellar Travel,Invulnerability,Latent Abilities,Master Martial Artist,Radiation Immunity,Reflexes,Regeneration,Space Survivability,Telepathy,Toxin and Disease Resistance,Vision - Night",Good,Female
Aquarus,Null,Good,Male
Atom Eve,"Durability,Element Control,Energy Beams,Energy Blasts,Energy Constructs,Energy Manipulation,Flight,Force Fields,Immortality,Intelligence,Matter Manipulation,Mind Control,Molecular Manipulation,Peak Human Condition,Regeneration,Resurrection,Stamina,Subatomic Manipulation,Super Speed,Super Strength,Telekinesis,Telepathy,Transmutation,Accelerated Healing,Agility,Danger Sense,Dexterity,Endurance,Energy Absorption,Energy Resistance,Enhanced Condition,Enhanced Senses,Indomitable Will,Jump,Levitation,Light Control,Longevity,Matter Absorption,Reflexes,Stealth,Vision - Night",Good,Female
Battle Beast,"Berserk Mode,Bloodlust,Cold Resistance,Dexterity,Durability,Endurance,Energy Resistance,Enhanced Senses,Fire Resistance,Heal,Heat Resistance,Stamina,Super Speed,Super Strength,Toxin and Disease Resistance,Weapons Master,Accelerated Healing,Agility,Electricity Resistance,Longevity,Master Martial Artist,Master Tactician,Portal Creation,Reflexes,Self-Sustenance,Swordsmanship",Bad,Male
,Null,,
Bi-Plane,Null,,
Brit,Null,,
Britney,Null,,
Bulletproof,"Durability,Flight,Heal,Peak Human Condition,Stamina,Super Speed,Super Strength,Acrobatics,Agility,Bullet Time,Cold Resistance,Dexterity,Electricity Resistance,Endurance,Fire Resistance,Heat Resistance,Invulnerability,Jump,Master Tactician,Reflexes,Accelerated Healing,Energy Absorption,Shockwaves Generation",Good,Male
Cast Iron,Null,,
Cecil Stedman,Null,,
D.A. Sinclair,Null,,
Damien Darkblood,Null,,
Darkwing,Null,Good,Male
Derek Sanders,Null,,
Dinosaurus,"Accelerated Healing,Animal Attributes,Animal Oriented Powers,Invulnerability,Jaw Strength,Regeneration,Weapon-based Powers,Weapons Master,Size Changing,Shapeshifting",Bad,Male
Doc Seismic,Null,,
Donald Ferguson,Null,Good,Male
Dupli-Kate,Null,Good,Female
El Chupacabra,Null,,
Embrace,Null,,
General Kregg,Null,,
Giant,Null,,
Grand Regent Thragg,"Adaptation,Agility,Berserk Mode,Cold Resistance,Dexterity,Endurance,Enhanced Smell,Flight,Heat Resistance,Intelligence,Interstellar Travel,Invulnerability,Jump,Levitation,Longevity,Master Martial Artist,Master Tactician,Radiation Immunity,Reactive Evolution,Reflexes,Stamina,Super Breath,Super Speed,Super Strength,Toxin and Disease Resistance,Weapons Master,Accelerated Healing,Electricity Resistance,Energy Resistance,Enhanced Memory,Enhanced Senses,Enhanced Sight,Fire Resistance,Rage Power,Regeneration,Self-Sustenance,Telepathy,Immortality",,
Gravitator,Null,,
Green Ghost,Null,,
Gridlock,Null,,
Hail Mary,Null,,
Invincible,"Accelerated Healing,Agility,Cold Resistance,Durability,Endurance,Flight,Intelligence,Interstellar Travel,Jump,Levitation,Reactive Power Level,Reflexes,Stamina,Super Speed,Super Strength,Telekinesis,Telepathy,Berserk Mode,Dexterity,Emotional Power Up,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Fire Resistance,Heat Resistance,Invulnerability,Longevity,Marksmanship,Master Martial Artist,Reactive Evolution,Regeneration,Self-Sustenance,Super Breath,Toxin and Disease Resistance",Good,Male
Invincible,Null,,
Invincible,Null,,
Japandroid,Null,,
Kaboomerang,Null,,
Kid Invincible,"Accelerated Development,Accelerated Healing,Acrobatics,Agility,Cold Resistance,Dexterity,Durability,Endurance,Fire Resistance,Flight,Heal,Heat Resistance,Jump,Longevity,Peak Human Condition,Stamina,Super Speed,Super Strength,Berserk Mode,Enhanced Condition,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Indomitable Will,Invulnerability,Marksmanship,Master Martial Artist,Master Tactician,Radiation Immunity,Reflexes,Regeneration,Interstellar Travel,Rage Power,Self-Sustenance",Good,Male
Kid Omni-Man,"Accelerated Development,Accelerated Healing,Cold Resistance,Durability,Flight,Heal,Intelligence,Jump,Longevity,Stamina,Super Speed,Super Strength,Acrobatics,Agility,Berserk Mode,Bionics,Dexterity,Electricity Resistance,Endurance,Enhanced Condition,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Fire Resistance,Heat Resistance,Indomitable Will,Interstellar Travel,Invulnerability,Latent Abilities,Master Martial Artist,Radiation Immunity,Reflexes,Regeneration,Stealth,Telepathy,Rage Power",Good,Male
Kid Thor,Null,,
Killcannon,Null,,
Knockout,Null,,
Kursk,Null,,
Le Brusier,Null,,
Machine Head,Null,,
Magmaniac,Null,,
Martian Man,"Accelerated Healing,Durability,Elasticity,Flight,Heal,Peak Human Condition,Regeneration,Shapeshifting,Stamina,Super Speed,Super Strength,Transformation,Acrobatics,Agility,Cold Resistance,Dexterity,Endurance,Heat Resistance,Jump,Levitation,Master Martial Artist,Reflexes",Good,Male
Master Mind,Null,,
Mauler,"Durability,Gadget Usage,Intelligence,Peak Human Condition,Robotic Engineering,Stamina,Super Speed,Super Strength,Accelerated Healing,Agility,Bullet Time,Cold Resistance,Dexterity,Electricity Resistance,Endurance,Enhanced Condition,Fire Resistance,Heat Resistance,Indomitable Will,Information Analysis,Invulnerability,Jump,Marksmanship,Master Tactician,Reflexes,Weapons Master,Duplication,Large Size,Natural Armor,Weapon Creation",Neutral,Male
Mister Liu,Null,,
Monax,Null,Good,Male
Monster Girl,"Durability,Heal,Intelligence,Jump,Peak Human Condition,Stamina,Super Speed,Super Strength,Accelerated Healing,Agility,Berserk Mode,Dexterity,Electricity Resistance,Endurance,Enhanced Condition,Enhanced Hearing,Enhanced Senses,Enhanced Sight,Enhanced Smell,Fire Resistance,Grappling/Climbing,Heat Resistance,Invulnerability,Longevity,Natural Armor,Radiation Immunity,Rage Power,Reflexes,Regeneration,Toxin and Disease Resistance,Age Manipulation,Large Size,Size Changing,Transformation",Good,Female
Multi-Paul,Null,,
Octoboss,Null,,
Omni-Man,"Accelerated Healing,Agility,Cold Resistance,Durability,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Flight,Heat Resistance,Intelligence,Interstellar Travel,Jump,Levitation,Reflexes,Stamina,Super Breath,Super Speed,Super Strength,Adaptation,Berserk Mode,Dexterity,Emotional Power Up,Endurance,Fire Resistance,Invulnerability,Longevity,Master Martial Artist,Master Tactician,Rage Power,Regeneration,Self-Sustenance,Telepathy,Toxin and Disease Resistance",Neutral,Male
Onaan,"Accelerated Development,Cold Resistance,Dexterity,Durability,Electricity Resistance,Endurance,Enhanced Condition,Fire Resistance,Flight,Heal,Heat Resistance,Jump,Master Martial Artist,Peak Human Condition,Stamina,Super Speed,Super Strength,Accelerated Healing,Acrobatics,Agility,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Indomitable Will,Interstellar Travel,Invulnerability,Longevity,Marksmanship,Radiation Immunity,Reflexes,Regeneration,Toxin and Disease Resistance",Bad,Male
Outrun,Null,Good,Female
Pegasus,Null,,
Powerplex,"Absorption,Durability,Electricity Absorption,Electrokinesis,Energy Absorption,Heal,Heat Generation,Intelligence,Peak Human Condition,Radiation Absorption,Super Speed,Super Strength,Accelerated Development,Accelerated Healing,Acrobatics,Agility,Bloodlust,Dexterity,Emotional Power Up,Energy Blasts,Flight,Invulnerability,Jump,Latent Abilities,Power Suit,Rage Power,Reflexes",Bad,Male
Reanimen,"Acrobatics,Agility,Dexterity,Durability,Endurance,Fire Resistance,Heat Resistance,Indomitable Will,Jump,Longevity,Marksmanship,Natural Armor,Peak Human Condition,Reflexes,Stamina,Stealth,Super Speed,Super Strength,Toxin and Disease Resistance,Accelerated Development,Invulnerability,Master Martial Artist,Natural Weapons,Vision - Night,Vision - Telescopic,Vision - X-Ray",Neutral,
Red Devil,Null,Good,Male
Red Eye,Null,,
Red Rush,Null,,
Rex-Splode,"Durability,Element Control,Endurance,Energy Blasts,Enhanced Condition,Explosion Manipulation,Master Martial Artist,Master Tactician,Peak Human Condition,Toxin and Disease Resistance",Good,Male
Robot,"Accelerated Healing,Energy Beams,Energy Blasts,Energy Resistance,Fire Resistance,Flight,Intelligence,Interstellar Travel,Invulnerability,Longevity,Power Suit,Regeneration,Space Survivability,Spaceflight,Fire Control,Sound Manipulation",Bad,Male
Set,Null,,
Shapesmith,Null,,
Shrinking Ray,Null,,
Slaying Mantis,Null,,
Supreme Leader Cho,Null,,
Terra Grayson,"Durability,Endurance,Flight,Heal,Intelligence,Jump,Longevity,Peak Human Condition,Reflexes,Stamina,Super Speed,Super Strength,Accelerated Development,Accelerated Healing,Acrobatics,Agility,Bullet Time,Cold Resistance,Dexterity,Electricity Resistance,Fire Resistance,Heat Resistance,Indomitable Will,Interstellar Travel,Invulnerability,Latent Abilities,Marksmanship,Master Martial Artist,Master Tactician,Space Survivability,Rage Power,Regeneration",Good,Female
Tether Tyrant,Null,,
Thaedus,"Accelerated Development,Accelerated Healing,Cold Resistance,Dexterity,Durability,Endurance,Fire Resistance,Flight,Heal,Heat Resistance,Intelligence,Jump,Longevity,Peak Human Condition,Stamina,Stealth,Super Speed,Super Strength,Acrobatics,Agility,Berserk Mode,Electricity Resistance,Enhanced Condition,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Indomitable Will,Interstellar Travel,Invulnerability,Marksmanship,Master Martial Artist,Master Tactician,Radiation Immunity,Reflexes,Regeneration,Telepathy,Rage Power,Self-Sustenance,Toxin and Disease Resistance",Good,Male
The Immortal,"Durability,Endurance,Energy Armor,Energy Resistance,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Flight,Godly Physiology,Heat Resistance,Hellfire Resistance,Immortality,Intelligence,Invulnerability,Jump,Peak Human Condition,Radiation Immunity,Rage Power,Resurrection,Stamina,Super Speed,Super Strength,Telekinesis,Telepathy,Toxin and Disease Resistance,Accelerated Healing,Agility,Bullet Time,Cold Resistance,Damage Reduction,Damage Transferal,Electricity Resistance,Enhanced Smell,Fire Resistance,Gravity Control,Preparation,Reflexes,Regeneration,Separation,Super Breath,Telepathy Resistance",Good,Male
Thoth,Null,,
Titan,"Cold Resistance,Durability,Heat Resistance,Intelligence,Marksmanship,Master Martial Artist,Master Tactician,Stamina,Super Speed,Super Strength,Toxin and Disease Resistance,Weapons Master,Accelerated Healing,Dexterity,Electricity Resistance,Endurance,Fire Resistance,Invulnerability,Jump,Radiation Immunity,Reflexes,Energy Resistance",Good,Male
Universa,"Absorption,Acrobatics,Agility,Dexterity,Durability,Electricity Absorption,Electricity Resistance,Endurance,Energy Absorption,Fire Resistance,Flight,Heal,Heat Generation,Interstellar Travel,Jump,Peak Human Condition,Radiation Immunity,Stamina,Super Speed,Super Strength,Vaporising Beams,Weapons Master,Accelerated Development,Accelerated Healing,Energy Beams,Energy Blasts,Enhanced Condition,Heat Resistance,Indomitable Will,Invulnerability,Longevity,Marksmanship,Master Martial Artist,Reflexes,Weapon-based Powers",Good,Female
